No.,miRTarBase ID,miRNA,Species (miRNA),Target Gene,Target Gene (Entrez Gene ID),Species (Target Gene),Experiments,Support Type,References (PMID)
129907,MIRT465368,hsa-miR-6127,Homo sapiens,TPM3,7170,Homo sapiens,PAR-CLIP,Functional MTI (Weak),26701625
129900,MIRT465367,hsa-miR-6129,Homo sapiens,TPM3,7170,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
129901,MIRT465367,hsa-miR-6129,Homo sapiens,TPM3,7170,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
129902,MIRT465367,hsa-miR-6129,Homo sapiens,TPM3,7170,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
129903,MIRT465367,hsa-miR-6129,Homo sapiens,TPM3,7170,Homo sapiens,PAR-CLIP,Functional MTI (Weak),26701625
129896,MIRT465366,hsa-miR-6130,Homo sapiens,TPM3,7170,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
129897,MIRT465366,hsa-miR-6130,Homo sapiens,TPM3,7170,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
129898,MIRT465366,hsa-miR-6130,Homo sapiens,TPM3,7170,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
129899,MIRT465366,hsa-miR-6130,Homo sapiens,TPM3,7170,Homo sapiens,PAR-CLIP,Functional MTI (Weak),26701625
129892,MIRT465365,hsa-miR-6133,Homo sapiens,TPM3,7170,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
129893,MIRT465365,hsa-miR-6133,Homo sapiens,TPM3,7170,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
129894,MIRT465365,hsa-miR-6133,Homo sapiens,TPM3,7170,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
129895,MIRT465365,hsa-miR-6133,Homo sapiens,TPM3,7170,Homo sapiens,PAR-CLIP,Functional MTI (Weak),26701625
31633,MIRT040208,hsa-miR-615-3p,Homo sapiens,TPM3,7170,Homo sapiens,CLASH,Functional MTI (Weak),23622248
129791,MIRT465326,hsa-miR-6499-3p,Homo sapiens,TPM3,7170,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
129792,MIRT465326,hsa-miR-6499-3p,Homo sapiens,TPM3,7170,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
129950,MIRT465380,hsa-miR-6510-5p,Homo sapiens,TPM3,7170,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
129951,MIRT465380,hsa-miR-6510-5p,Homo sapiens,TPM3,7170,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
129952,MIRT465380,hsa-miR-6510-5p,Homo sapiens,TPM3,7170,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
129953,MIRT465380,hsa-miR-6510-5p,Homo sapiens,TPM3,7170,Homo sapiens,PAR-CLIP,Functional MTI (Weak),26701625
129800,MIRT465332,hsa-miR-6511a-5p,Homo sapiens,TPM3,7170,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
129787,MIRT465324,hsa-miR-6516-5p,Homo sapiens,TPM3,7170,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
129788,MIRT465324,hsa-miR-6516-5p,Homo sapiens,TPM3,7170,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
332809,MIRT627362,hsa-miR-658,Homo sapiens,TPM3,7170,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
398102,MIRT686547,hsa-miR-665,Homo sapiens,TPM3,7170,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23313552
398121,MIRT686566,hsa-miR-6715a-3p,Homo sapiens,TPM3,7170,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23313552
398120,MIRT686565,hsa-miR-6715b-3p,Homo sapiens,TPM3,7170,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23313552
129834,MIRT465346,hsa-miR-6730-5p,Homo sapiens,TPM3,7170,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
129835,MIRT465346,hsa-miR-6730-5p,Homo sapiens,TPM3,7170,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
129836,MIRT465346,hsa-miR-6730-5p,Homo sapiens,TPM3,7170,Homo sapiens,PAR-CLIP,Functional MTI (Weak),26701625
129839,MIRT465348,hsa-miR-6732-5p,Homo sapiens,TPM3,7170,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
129840,MIRT465348,hsa-miR-6732-5p,Homo sapiens,TPM3,7170,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
129841,MIRT465348,hsa-miR-6732-5p,Homo sapiens,TPM3,7170,Homo sapiens,PAR-CLIP,Functional MTI (Weak),26701625
279361,MIRT553430,hsa-miR-6745,Homo sapiens,TPM3,7170,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
398110,MIRT686555,hsa-miR-6746-5p,Homo sapiens,TPM3,7170,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23313552
129816,MIRT465339,hsa-miR-6752-5p,Homo sapiens,TPM3,7170,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
129817,MIRT465339,hsa-miR-6752-5p,Homo sapiens,TPM3,7170,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
129818,MIRT465339,hsa-miR-6752-5p,Homo sapiens,TPM3,7170,Homo sapiens,PAR-CLIP,Functional MTI (Weak),26701625
129867,MIRT465358,hsa-miR-6756-5p,Homo sapiens,TPM3,7170,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
129868,MIRT465358,hsa-miR-6756-5p,Homo sapiens,TPM3,7170,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
129869,MIRT465358,hsa-miR-6756-5p,Homo sapiens,TPM3,7170,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
129870,MIRT465358,hsa-miR-6756-5p,Homo sapiens,TPM3,7170,Homo sapiens,PAR-CLIP,Functional MTI (Weak),26701625
465349,MIRT754858,hsa-miR-6758-3p,Homo sapiens,TPM3,7170,Homo sapiens,PAR-CLIP,Functional MTI (Weak),26701625
129863,MIRT465357,hsa-miR-6766-5p,Homo sapiens,TPM3,7170,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
129864,MIRT465357,hsa-miR-6766-5p,Homo sapiens,TPM3,7170,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
129865,MIRT465357,hsa-miR-6766-5p,Homo sapiens,TPM3,7170,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
129866,MIRT465357,hsa-miR-6766-5p,Homo sapiens,TPM3,7170,Homo sapiens,PAR-CLIP,Functional MTI (Weak),26701625
129802,MIRT465334,hsa-miR-6768-5p,Homo sapiens,TPM3,7170,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
129803,MIRT465334,hsa-miR-6768-5p,Homo sapiens,TPM3,7170,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
398103,MIRT686548,hsa-miR-6771-5p,Homo sapiens,TPM3,7170,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23313552
129916,MIRT465371,hsa-miR-6776-5p,Homo sapiens,TPM3,7170,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
129917,MIRT465371,hsa-miR-6776-5p,Homo sapiens,TPM3,7170,Homo sapiens,PAR-CLIP,Functional MTI (Weak),26701625
490036,MIRT778860,hsa-miR-6779-3p,Homo sapiens,TPM3,7170,Homo sapiens,PAR-CLIP,Functional MTI (Weak),27292025
129860,MIRT465356,hsa-miR-6801-5p,Homo sapiens,TPM3,7170,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
129861,MIRT465356,hsa-miR-6801-5p,Homo sapiens,TPM3,7170,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
129862,MIRT465356,hsa-miR-6801-5p,Homo sapiens,TPM3,7170,Homo sapiens,PAR-CLIP,Functional MTI (Weak),26701625
398118,MIRT686563,hsa-miR-6808-5p,Homo sapiens,TPM3,7170,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23313552
467441,MIRT756818,hsa-miR-6816-5p,Homo sapiens,TPM3,7170,Homo sapiens,PAR-CLIP,Functional MTI (Weak),26701625
491021,MIRT779838,hsa-miR-6818-3p,Homo sapiens,TPM3,7170,Homo sapiens,PAR-CLIP,Functional MTI (Weak),27292025
467794,MIRT757147,hsa-miR-6832-5p,Homo sapiens,TPM3,7170,Homo sapiens,PAR-CLIP,Functional MTI (Weak),26701625
467841,MIRT757192,hsa-miR-6835-5p,Homo sapiens,TPM3,7170,Homo sapiens,PAR-CLIP,Functional MTI (Weak),26701625
279368,MIRT553437,hsa-miR-6838-5p,Homo sapiens,TPM3,7170,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
279369,MIRT553437,hsa-miR-6838-5p,Homo sapiens,TPM3,7170,Homo sapiens,PAR-CLIP,Functional MTI (Weak),26701625
129819,MIRT465340,hsa-miR-6842-5p,Homo sapiens,TPM3,7170,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
129820,MIRT465340,hsa-miR-6842-5p,Homo sapiens,TPM3,7170,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
129821,MIRT465340,hsa-miR-6842-5p,Homo sapiens,TPM3,7170,Homo sapiens,PAR-CLIP,Functional MTI (Weak),26701625
468061,MIRT757398,hsa-miR-6843-3p,Homo sapiens,TPM3,7170,Homo sapiens,PAR-CLIP,Functional MTI (Weak),26701625
129934,MIRT465376,hsa-miR-6847-5p,Homo sapiens,TPM3,7170,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
129935,MIRT465376,hsa-miR-6847-5p,Homo sapiens,TPM3,7170,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
129936,MIRT465376,hsa-miR-6847-5p,Homo sapiens,TPM3,7170,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
129937,MIRT465376,hsa-miR-6847-5p,Homo sapiens,TPM3,7170,Homo sapiens,PAR-CLIP,Functional MTI (Weak),26701625
468162,MIRT757496,hsa-miR-6848-3p,Homo sapiens,TPM3,7170,Homo sapiens,PAR-CLIP,Functional MTI (Weak),26701625
468576,MIRT757879,hsa-miR-6861-5p,Homo sapiens,TPM3,7170,Homo sapiens,PAR-CLIP,Functional MTI (Weak),26701625
129954,MIRT465381,hsa-miR-6873-5p,Homo sapiens,TPM3,7170,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
129955,MIRT465381,hsa-miR-6873-5p,Homo sapiens,TPM3,7170,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
129956,MIRT465381,hsa-miR-6873-5p,Homo sapiens,TPM3,7170,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
129957,MIRT465381,hsa-miR-6873-5p,Homo sapiens,TPM3,7170,Homo sapiens,PAR-CLIP,Functional MTI (Weak),26701625
398107,MIRT686552,hsa-miR-6884-5p,Homo sapiens,TPM3,7170,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23313552
129849,MIRT465352,hsa-miR-6891-5p,Homo sapiens,TPM3,7170,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
129850,MIRT465352,hsa-miR-6891-5p,Homo sapiens,TPM3,7170,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
398117,MIRT686562,hsa-miR-6893-5p,Homo sapiens,TPM3,7170,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23313552
492499,MIRT781299,hsa-miR-6895-3p,Homo sapiens,TPM3,7170,Homo sapiens,PAR-CLIP,Functional MTI (Weak),27292025
129871,MIRT465359,hsa-miR-7106-5p,Homo sapiens,TPM3,7170,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
129872,MIRT465359,hsa-miR-7106-5p,Homo sapiens,TPM3,7170,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
129873,MIRT465359,hsa-miR-7106-5p,Homo sapiens,TPM3,7170,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
129874,MIRT465359,hsa-miR-7106-5p,Homo sapiens,TPM3,7170,Homo sapiens,PAR-CLIP,Functional MTI (Weak),26701625
129813,MIRT465338,hsa-miR-7110-5p,Homo sapiens,TPM3,7170,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
129814,MIRT465338,hsa-miR-7110-5p,Homo sapiens,TPM3,7170,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
129815,MIRT465338,hsa-miR-7110-5p,Homo sapiens,TPM3,7170,Homo sapiens,PAR-CLIP,Functional MTI (Weak),26701625
398105,MIRT686550,hsa-miR-7160-5p,Homo sapiens,TPM3,7170,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23313552
129918,MIRT465372,hsa-miR-761,Homo sapiens,TPM3,7170,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
129919,MIRT465372,hsa-miR-761,Homo sapiens,TPM3,7170,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
129920,MIRT465372,hsa-miR-761,Homo sapiens,TPM3,7170,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
129921,MIRT465372,hsa-miR-761,Homo sapiens,TPM3,7170,Homo sapiens,PAR-CLIP,Functional MTI (Weak),26701625
129884,MIRT465363,hsa-miR-765,Homo sapiens,TPM3,7170,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
129885,MIRT465363,hsa-miR-765,Homo sapiens,TPM3,7170,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
129886,MIRT465363,hsa-miR-765,Homo sapiens,TPM3,7170,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
129887,MIRT465363,hsa-miR-765,Homo sapiens,TPM3,7170,Homo sapiens,PAR-CLIP,Functional MTI (Weak),26701625
493311,MIRT782101,hsa-miR-7843-3p,Homo sapiens,TPM3,7170,Homo sapiens,PAR-CLIP,Functional MTI (Weak),27292025
398104,MIRT686549,hsa-miR-7977,Homo sapiens,TPM3,7170,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23313552
216775,MIRT510611,hsa-miR-8052,Homo sapiens,TPM3,7170,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
216776,MIRT510611,hsa-miR-8052,Homo sapiens,TPM3,7170,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
216777,MIRT510611,hsa-miR-8052,Homo sapiens,TPM3,7170,Homo sapiens,PAR-CLIP,Functional MTI (Weak),26701625
41214,MIRT049433,hsa-miR-92a-3p,Homo sapiens,TPM3,7170,Homo sapiens,CLASH,Functional MTI (Weak),23622248
398116,MIRT686561,hsa-miR-940,Homo sapiens,TPM3,7170,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23313552
129842,MIRT465349,hsa-miR-9500,Homo sapiens,TPM3,7170,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
129843,MIRT465349,hsa-miR-9500,Homo sapiens,TPM3,7170,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
85148,MIRT313989,hsa-miR-1277-5p,Homo sapiens,TPPP,11076,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
85149,MIRT313989,hsa-miR-1277-5p,Homo sapiens,TPPP,11076,Homo sapiens,PAR-CLIP//HITS-CLIP,Functional MTI (Weak),21572407
85150,MIRT313989,hsa-miR-1277-5p,Homo sapiens,TPPP,11076,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
279360,MIRT553429,hsa-miR-128-3p,Homo sapiens,TPPP,11076,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
446477,MIRT737804,hsa-miR-149-3p,Homo sapiens,TPPP,11076,Homo sapiens,PAR-CLIP,Functional MTI (Weak),26701625
85145,MIRT313988,hsa-miR-190a-3p,Homo sapiens,TPPP,11076,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
85146,MIRT313988,hsa-miR-190a-3p,Homo sapiens,TPPP,11076,Homo sapiens,PAR-CLIP//HITS-CLIP,Functional MTI (Weak),21572407
85147,MIRT313988,hsa-miR-190a-3p,Homo sapiens,TPPP,11076,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
234334,MIRT520548,hsa-miR-204-5p,Homo sapiens,TPPP,11076,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
234335,MIRT520548,hsa-miR-204-5p,Homo sapiens,TPPP,11076,Homo sapiens,PAR-CLIP//HITS-CLIP,Functional MTI (Weak),21572407
234336,MIRT520548,hsa-miR-204-5p,Homo sapiens,TPPP,11076,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
234337,MIRT520548,hsa-miR-204-5p,Homo sapiens,TPPP,11076,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
234330,MIRT520547,hsa-miR-211-5p,Homo sapiens,TPPP,11076,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
234331,MIRT520547,hsa-miR-211-5p,Homo sapiens,TPPP,11076,Homo sapiens,PAR-CLIP//HITS-CLIP,Functional MTI (Weak),21572407
234332,MIRT520547,hsa-miR-211-5p,Homo sapiens,TPPP,11076,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
234333,MIRT520547,hsa-miR-211-5p,Homo sapiens,TPPP,11076,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
447821,MIRT739017,hsa-miR-215-3p,Homo sapiens,TPPP,11076,Homo sapiens,PAR-CLIP,Functional MTI (Weak),26701625
279359,MIRT553428,hsa-miR-216a-3p,Homo sapiens,TPPP,11076,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
448148,MIRT739314,hsa-miR-2467-3p,Homo sapiens,TPPP,11076,Homo sapiens,PAR-CLIP,Functional MTI (Weak),26701625
448183,MIRT739341,hsa-miR-2467-5p,Homo sapiens,TPPP,11076,Homo sapiens,PAR-CLIP,Functional MTI (Weak),26701625
216749,MIRT510603,hsa-miR-25-3p,Homo sapiens,TPPP,11076,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
216750,MIRT510603,hsa-miR-25-3p,Homo sapiens,TPPP,11076,Homo sapiens,PAR-CLIP//HITS-CLIP,Functional MTI (Weak),21572407
216751,MIRT510603,hsa-miR-25-3p,Homo sapiens,TPPP,11076,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
23007,MIRT029260,hsa-miR-26b-5p,Homo sapiens,TPPP,11076,Homo sapiens,Microarray,Functional MTI (Weak),19088304
449885,MIRT740906,hsa-miR-3186-3p,Homo sapiens,TPPP,11076,Homo sapiens,PAR-CLIP,Functional MTI (Weak),26701625
216746,MIRT510602,hsa-miR-32-5p,Homo sapiens,TPPP,11076,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
216747,MIRT510602,hsa-miR-32-5p,Homo sapiens,TPPP,11076,Homo sapiens,PAR-CLIP//HITS-CLIP,Functional MTI (Weak),21572407
216748,MIRT510602,hsa-miR-32-5p,Homo sapiens,TPPP,11076,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
18324,MIRT025429,hsa-miR-34a-5p,Homo sapiens,TPPP,11076,Homo sapiens,Sequencing,Functional MTI (Weak),20371350
216760,MIRT510606,hsa-miR-3606-3p,Homo sapiens,TPPP,11076,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
216761,MIRT510606,hsa-miR-3606-3p,Homo sapiens,TPPP,11076,Homo sapiens,PAR-CLIP//HITS-CLIP,Functional MTI (Weak),21572407
216762,MIRT510606,hsa-miR-3606-3p,Homo sapiens,TPPP,11076,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
216763,MIRT510606,hsa-miR-3606-3p,Homo sapiens,TPPP,11076,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
216743,MIRT510601,hsa-miR-363-3p,Homo sapiens,TPPP,11076,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
216744,MIRT510601,hsa-miR-363-3p,Homo sapiens,TPPP,11076,Homo sapiens,PAR-CLIP//HITS-CLIP,Functional MTI (Weak),21572407
216745,MIRT510601,hsa-miR-363-3p,Homo sapiens,TPPP,11076,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
216740,MIRT510600,hsa-miR-367-3p,Homo sapiens,TPPP,11076,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
216741,MIRT510600,hsa-miR-367-3p,Homo sapiens,TPPP,11076,Homo sapiens,PAR-CLIP//HITS-CLIP,Functional MTI (Weak),21572407
216742,MIRT510600,hsa-miR-367-3p,Homo sapiens,TPPP,11076,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
279358,MIRT553427,hsa-miR-3681-3p,Homo sapiens,TPPP,11076,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
279357,MIRT553426,hsa-miR-377-3p,Homo sapiens,TPPP,11076,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
216767,MIRT510608,hsa-miR-410-3p,Homo sapiens,TPPP,11076,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
216768,MIRT510608,hsa-miR-410-3p,Homo sapiens,TPPP,11076,Homo sapiens,PAR-CLIP//HITS-CLIP,Functional MTI (Weak),21572407
216769,MIRT510608,hsa-miR-410-3p,Homo sapiens,TPPP,11076,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
216770,MIRT510608,hsa-miR-410-3p,Homo sapiens,TPPP,11076,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
234310,MIRT520542,hsa-miR-4446-5p,Homo sapiens,TPPP,11076,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
234311,MIRT520542,hsa-miR-4446-5p,Homo sapiens,TPPP,11076,Homo sapiens,PAR-CLIP//HITS-CLIP,Functional MTI (Weak),21572407
234312,MIRT520542,hsa-miR-4446-5p,Homo sapiens,TPPP,11076,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
234313,MIRT520542,hsa-miR-4446-5p,Homo sapiens,TPPP,11076,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
360097,MIRT652243,hsa-miR-4635,Homo sapiens,TPPP,11076,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
457626,MIRT747900,hsa-miR-4728-5p,Homo sapiens,TPPP,11076,Homo sapiens,PAR-CLIP,Functional MTI (Weak),26701625
234318,MIRT520544,hsa-miR-4755-5p,Homo sapiens,TPPP,11076,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
234319,MIRT520544,hsa-miR-4755-5p,Homo sapiens,TPPP,11076,Homo sapiens,PAR-CLIP//HITS-CLIP,Functional MTI (Weak),21572407
234320,MIRT520544,hsa-miR-4755-5p,Homo sapiens,TPPP,11076,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
234321,MIRT520544,hsa-miR-4755-5p,Homo sapiens,TPPP,11076,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
234314,MIRT520543,hsa-miR-5006-3p,Homo sapiens,TPPP,11076,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
234315,MIRT520543,hsa-miR-5006-3p,Homo sapiens,TPPP,11076,Homo sapiens,PAR-CLIP//HITS-CLIP,Functional MTI (Weak),21572407
234316,MIRT520543,hsa-miR-5006-3p,Homo sapiens,TPPP,11076,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
234317,MIRT520543,hsa-miR-5006-3p,Homo sapiens,TPPP,11076,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
85151,MIRT313990,hsa-miR-5011-5p,Homo sapiens,TPPP,11076,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
85152,MIRT313990,hsa-miR-5011-5p,Homo sapiens,TPPP,11076,Homo sapiens,PAR-CLIP//HITS-CLIP,Functional MTI (Weak),21572407
85153,MIRT313990,hsa-miR-5011-5p,Homo sapiens,TPPP,11076,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
216756,MIRT510605,hsa-miR-513a-3p,Homo sapiens,TPPP,11076,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
216757,MIRT510605,hsa-miR-513a-3p,Homo sapiens,TPPP,11076,Homo sapiens,PAR-CLIP//HITS-CLIP,Functional MTI (Weak),21572407
216758,MIRT510605,hsa-miR-513a-3p,Homo sapiens,TPPP,11076,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
216759,MIRT510605,hsa-miR-513a-3p,Homo sapiens,TPPP,11076,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
216752,MIRT510604,hsa-miR-513c-3p,Homo sapiens,TPPP,11076,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
216753,MIRT510604,hsa-miR-513c-3p,Homo sapiens,TPPP,11076,Homo sapiens,PAR-CLIP//HITS-CLIP,Functional MTI (Weak),21572407
216754,MIRT510604,hsa-miR-513c-3p,Homo sapiens,TPPP,11076,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
216755,MIRT510604,hsa-miR-513c-3p,Homo sapiens,TPPP,11076,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
360096,MIRT652242,hsa-miR-526b-5p,Homo sapiens,TPPP,11076,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
216764,MIRT510607,hsa-miR-548c-3p,Homo sapiens,TPPP,11076,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
216765,MIRT510607,hsa-miR-548c-3p,Homo sapiens,TPPP,11076,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
216766,MIRT510607,hsa-miR-548c-3p,Homo sapiens,TPPP,11076,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
216731,MIRT510597,hsa-miR-5589-3p,Homo sapiens,TPPP,11076,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
216732,MIRT510597,hsa-miR-5589-3p,Homo sapiens,TPPP,11076,Homo sapiens,PAR-CLIP//HITS-CLIP,Functional MTI (Weak),21572407
216733,MIRT510597,hsa-miR-5589-3p,Homo sapiens,TPPP,11076,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
360095,MIRT652241,hsa-miR-578,Homo sapiens,TPPP,11076,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
234322,MIRT520545,hsa-miR-623,Homo sapiens,TPPP,11076,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
234323,MIRT520545,hsa-miR-623,Homo sapiens,TPPP,11076,Homo sapiens,PAR-CLIP//HITS-CLIP,Functional MTI (Weak),21572407
234324,MIRT520545,hsa-miR-623,Homo sapiens,TPPP,11076,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
234325,MIRT520545,hsa-miR-623,Homo sapiens,TPPP,11076,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
465846,MIRT755330,hsa-miR-6773-3p,Homo sapiens,TPPP,11076,Homo sapiens,PAR-CLIP,Functional MTI (Weak),26701625
466232,MIRT755690,hsa-miR-6781-5p,Homo sapiens,TPPP,11076,Homo sapiens,PAR-CLIP,Functional MTI (Weak),26701625
466454,MIRT755895,hsa-miR-6785-5p,Homo sapiens,TPPP,11076,Homo sapiens,PAR-CLIP,Functional MTI (Weak),26701625
234326,MIRT520546,hsa-miR-6832-3p,Homo sapiens,TPPP,11076,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
234327,MIRT520546,hsa-miR-6832-3p,Homo sapiens,TPPP,11076,Homo sapiens,PAR-CLIP//HITS-CLIP,Functional MTI (Weak),21572407
234328,MIRT520546,hsa-miR-6832-3p,Homo sapiens,TPPP,11076,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
234329,MIRT520546,hsa-miR-6832-3p,Homo sapiens,TPPP,11076,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
